gene	prop_nonzero	cluster
CLEC2L	0.00303838938941584	Oligo_1
CLEC2L	0.0096189419163892	Astro_1
CLEC2L	0.157470942445036	ACHE_SERT_SLC17A6_Npeps
CLEC2L	0.0416218452627224	Astro_2_APOE
CLEC2L	0.0354470263883419	ACHE_SERT_SLC17A6_ADCYAP1
CLEC2L	0.0573594440934934	LC.1
CLEC2L	0.0151084251688589	Oligo_2
CLEC2L	0.0397941680960549	Oligo_3
CLEC2L	0.0241724738675958	Vascular
RPS11	0.0987080239900658	Oligo_1
RPS11	0.345541990381058	Astro_1
RPS11	0.731270130233861	ACHE_SERT_SLC17A6_Npeps
RPS11	0.708274720728175	Astro_2_APOE
RPS11	0.339306813706184	ACHE_SERT_SLC17A6_ADCYAP1
RPS11	0.752116234996841	LC.1
RPS11	0.457696409527195	Oligo_2
RPS11	0.647341337907376	Oligo_3
RPS11	0.59102787456446	Vascular
S100B	0.174773441834659	Oligo_1
S100B	0.500092489826119	Astro_1
S100B	0.794076459879569	ACHE_SERT_SLC17A6_Npeps
S100B	0.843938767066612	Astro_2_APOE
S100B	0.437573847971642	ACHE_SERT_SLC17A6_ADCYAP1
S100B	0.843714466203411	LC.1
S100B	0.74244578741557	Oligo_2
S100B	0.957975986277873	Oligo_3
S100B	0.66572299651568	Vascular
PVALB	0.00636740732912362	Oligo_1
PVALB	0.0172955974842767	Astro_1
PVALB	0.0936843579330626	ACHE_SERT_SLC17A6_Npeps
PVALB	0.0554406288787753	Astro_2_APOE
PVALB	0.0368255218589996	ACHE_SERT_SLC17A6_ADCYAP1
PVALB	0.0478837650031586	LC.1
PVALB	0.0600189595923688	Oligo_2
PVALB	0.117324185248714	Oligo_3
PVALB	0.0716463414634146	Vascular
TMSB4X	0.227297947105604	Oligo_1
TMSB4X	0.555308916019238	Astro_1
TMSB4X	0.930121831676236	ACHE_SERT_SLC17A6_Npeps
TMSB4X	0.880802647910633	Astro_2_APOE
TMSB4X	0.602796376526191	ACHE_SERT_SLC17A6_ADCYAP1
TMSB4X	0.960581174984207	LC.1
TMSB4X	0.827645455622704	Oligo_2
TMSB4X	0.954716981132075	Oligo_3
TMSB4X	0.767857142857143	Vascular
TMSB4Y	0.00076103500761035	Oligo_1
TMSB4Y	0.00279378383097608	Astro_1
TMSB4Y	0.0283099191145168	ACHE_SERT_SLC17A6_Npeps
TMSB4Y	0.013410218586563	Astro_2_APOE
TMSB4Y	0.00503619767075858	ACHE_SERT_SLC17A6_ADCYAP1
TMSB4Y	0.0666531192846982	LC.1
TMSB4Y	0.00609627916754257	Oligo_2
TMSB4Y	0.0178025034770515	Oligo_3
TMSB4Y	0.00411861614497529	Vascular
