gene	prop_nonzero	cluster
PCSK1	0.00359322571270047	Oligo_1
PCSK1	0.0180355160932297	Astro_1
PCSK1	0.196120991457779	ACHE_SERT_SLC17A6_Npeps
PCSK1	0.0654116673562267	Astro_2_APOE
PCSK1	0.0474596297755022	ACHE_SERT_SLC17A6_ADCYAP1
PCSK1	0.365761212886924	LC.1
PCSK1	0.0158194098826875	Oligo_2
PCSK1	0.0360205831903945	Oligo_3
PCSK1	0.0324477351916376	Vascular
PCSK2	0.00943221749583873	Oligo_1
PCSK2	0.0369034406215316	Astro_1
PCSK2	0.376557905055314	ACHE_SERT_SLC17A6_Npeps
PCSK2	0.117956143980141	Astro_2_APOE
PCSK2	0.0978731784166995	ACHE_SERT_SLC17A6_ADCYAP1
PCSK2	0.252305748578648	LC.1
PCSK2	0.0414741083066714	Oligo_2
PCSK2	0.0864493996569468	Oligo_3
PCSK2	0.0620644599303136	Vascular
PCSK1N	0.061586831884594	Oligo_1
PCSK1N	0.240843507214206	Astro_1
PCSK1N	0.820403304859263	ACHE_SERT_SLC17A6_Npeps
PCSK1N	0.652875465453041	Astro_2_APOE
PCSK1N	0.366778259157148	ACHE_SERT_SLC17A6_ADCYAP1
PCSK1N	0.844598862918509	LC.1
PCSK1N	0.278350515463918	Oligo_2
PCSK1N	0.469982847341338	Oligo_3
PCSK1N	0.360844947735192	Vascular
CCK	0.00575972945124046	Oligo_1
CCK	0.0253422123566408	Astro_1
CCK	0.24317322503851	ACHE_SERT_SLC17A6_Npeps
CCK	0.114025651634257	Astro_2_APOE
CCK	0.0575029539188657	ACHE_SERT_SLC17A6_ADCYAP1
CCK	0.120530638029059	LC.1
CCK	0.0292688707192795	Oligo_2
CCK	0.0560891938250429	Oligo_3
CCK	0.0503048780487805	Vascular
HCRTR1	0.000554836323284631	Oligo_1
HCRTR1	0.00388457269700333	Astro_1
HCRTR1	0.0319983195630864	ACHE_SERT_SLC17A6_Npeps
HCRTR1	0.00881257757550683	Astro_2_APOE
HCRTR1	0.00679401339109886	ACHE_SERT_SLC17A6_ADCYAP1
HCRTR1	0.0942514213518636	LC.1
HCRTR1	0.00207370541533357	Oligo_2
HCRTR1	0.00411663807890223	Oligo_3
HCRTR1	0.00544425087108014	Vascular
HCRTR2	0.000317049327591218	Oligo_1
HCRTR2	0.000739918608953015	Astro_1
HCRTR2	0.0221957709004341	ACHE_SERT_SLC17A6_Npeps
HCRTR2	0.0039718659495242	Astro_2_APOE
HCRTR2	0.00334777471445451	ACHE_SERT_SLC17A6_ADCYAP1
HCRTR2	0.00555906506632975	LC.1
HCRTR2	0.000710984713828653	Oligo_2
HCRTR2	0.00291595197255575	Oligo_3
HCRTR2	0.00217770034843206	Vascular
NTSR2	0.0228539723638669	Oligo_1
NTSR2	0.124861265260821	Astro_1
NTSR2	0.250805209354432	ACHE_SERT_SLC17A6_Npeps
NTSR2	0.267811336367398	Astro_2_APOE
NTSR2	0.092654588420638	ACHE_SERT_SLC17A6_ADCYAP1
NTSR2	0.30840176879343	LC.1
NTSR2	0.0767271003673421	Oligo_2
NTSR2	0.104802744425386	Oligo_3
NTSR2	0.124128919860627	Vascular
OPRM1	0.00327617638510925	Oligo_1
OPRM1	0.0129485756566778	Astro_1
OPRM1	0.11595014703823	ACHE_SERT_SLC17A6_Npeps
OPRM1	0.0392635498551924	Astro_2_APOE
OPRM1	0.0290468688460024	ACHE_SERT_SLC17A6_ADCYAP1
OPRM1	0.0401768793430196	LC.1
OPRM1	0.0123237350396966	Oligo_2
OPRM1	0.0313893653516295	Oligo_3
OPRM1	0.0215592334494774	Vascular
OPRK1	0.000607677877883167	Oligo_1
OPRK1	0.00314465408805031	Astro_1
OPRK1	0.0439714325724688	ACHE_SERT_SLC17A6_Npeps
OPRK1	0.0105502689284237	Astro_2_APOE
OPRK1	0.00649862150452934	ACHE_SERT_SLC17A6_ADCYAP1
OPRK1	0.0161718256475047	LC.1
OPRK1	0.00284393885531461	Oligo_2
OPRK1	0.00634648370497427	Oligo_3
OPRK1	0.0039198606271777	Vascular
CRHR1	0.000501994768686095	Oligo_1
CRHR1	0.00221975582685905	Astro_1
CRHR1	0.019745133734771	ACHE_SERT_SLC17A6_Npeps
CRHR1	0.00459247000413736	Astro_2_APOE
CRHR1	0.0056124458448208	ACHE_SERT_SLC17A6_ADCYAP1
CRHR1	0.0487681617182565	LC.1
CRHR1	0.00189595923687641	Oligo_2
CRHR1	0.00514579759862779	Oligo_3
CRHR1	0.0037020905923345	Vascular
NPSR1	0	Oligo_1
NPSR1	0	Astro_1
NPSR1	0.000420109228399384	ACHE_SERT_SLC17A6_Npeps
NPSR1	4.13736036408771e-05	Astro_2_APOE
NPSR1	0	ACHE_SERT_SLC17A6_ADCYAP1
NPSR1	0	LC.1
NPSR1	0	Oligo_2
NPSR1	0.000343053173241852	Oligo_3
NPSR1	0	Vascular
