louvCluster	gene_name	Nmodel_E4carrier_DE	Nmodel_E4copies_DE	Nmodel_SexDE_E4carrierCov	Nmodel_SexDE_E4copiesCov	Nmodel_GlobAncDE_E4copiescov	totalTests_FDRpt2	gene_notes	maxAbsLFC
5HT.1	C3	0	0	4	0	0	4		2.21291828567649
5HT.1	C5orf63	0	0	4	0	0	4		2.47471788468493
5HT.1	CD74	0	0	4	0	0	4	mhc ii invariant chain	2.07460957354609
5HT.1	CHGB	0	0	4	0	0	4	chromogranin b, integral to of catecholamine vesicles formation. Kd depletes vesicle pool/oe increases it https://pmc.ncbi.nlm.nih.gov/articles/PMC3992281/	1.03905637779147
5HT.1	CRHBP	0	0	0	0	2	2		1.03467701525874
5HT.1	DDC	0	0	4	0	0	4		1.82689757364436
5HT.1	DUSP1	0	0	4	0	0	4		1.268708265233
5HT.1	FA2H	0	0	4	0	0	4		1.0294615318486
5HT.1	FOS	0	0	4	0	0	4		1.47797854984351
5HT.1	GAD1	0	0	4	0	0	4		1.45254156674219
5HT.1	GSTT2B	0	0	0	0	2	2		1.80583122836678
5HT.1	HLA-DPA1	0	0	4	0	0	4		1.44494903599036
5HT.1	HLA-DRA	0	0	4	0	0	4		2.23135242296093
5HT.1	JUNB	0	0	4	0	0	4		1.21674905974983
5HT.1	LAPTM5	0	0	4	0	0	4		1.78612004317202
5HT.1	MTRNR2L3	0	0	4	0	0	4		1.60391110761466
5HT.1	PENK	0	0	4	0	0	4		1.48390169672045
5HT.1	SLC32A1	0	0	4	0	0	4		1.55872976439695
5HT.2	APOC1	0	0	0	0	2	2		1.3661454940899
5HT.2	C5orf63	0	0	4	0	0	4		3.19171486408272
5HT.2	CD74	0	0	4	0	0	4	mhc ii invariant chain	2.13258478628466
5HT.2	DUSP1	0	0	4	0	0	4		1.48505754045318
5HT.2	EDNRB	0	0	4	0	0	4	involved in neural crest (which gives rise to peripheral autonomic ganglia and melanocytes--ie found in lc cousin cell types) migration in development	1.07081088591093
5HT.2	GAD1	0	0	4	0	0	4		1.64823920107281
5HT.2	HBA2	0	0	4	0	0	4		1.35892699505894
5HT.2	HBB	0	0	4	0	0	4		1.12440495736707
5HT.2	MT-CO2	0	0	0	0	2	2		1.15193659025666
5HT.2	MT-CO3	0	0	0	0	2	2		1.08992793798608
5HT.2	MT-CYB	0	0	0	0	2	2		1.00360137644095
5HT.2	MT-ND3	0	0	0	0	2	2		1.22696186420871
5HT.2	MTRNR2L3	0	0	4	0	0	4		1.38164306891448
5HT.2	PENK	0	0	4	0	0	4		1.22341335333037
5HT.2	PLEKHH1	0	0	4	0	0	4		1.06928521404326
5HT.2	SPTBN2	0	0	4	0	0	4		1.05477888643159
5HT.2	SST	0	0	4	0	0	4		1.28846013650694
5HT.2	TMEM63B	0	0	4	0	0	4		1.17721112899347
5HT.2	TRIL	0	0	4	0	0	4	putatively modulates activity of tlr4--shown in one paper in an astrocyte line and indirectly w lps challenge in ko mice in hypothal	1.08970238092508
5HT.2	UNC119	0	0	4	0	0	4		1.01122523422241
LC.1	AQP1	0	0	4	0	0	4		1.0027351327562
LC.1	C3	0	0	4	0	0	4		2.5081371458704
LC.1	C5orf63	0	0	4	0	0	4		3.11475071440926
LC.1	CD74	0	0	4	0	0	4	mhc ii invariant chain	1.53767436809576
LC.1	CHGB	0	0	4	0	0	4	chromogranin b, integral to of catecholamine vesicles formation. Kd depletes vesicle pool/oe increases it https://pmc.ncbi.nlm.nih.gov/articles/PMC3992281/	1.27912440719203
LC.1	CRYBB2	0	0	0	0	2	2		2.23071592807775
LC.1	DUSP1	0	0	4	0	0	4		1.25578006129353
LC.1	EIF3L	0	0	4	0	0	4		1.22691410609144
LC.1	FKBP2	0	0	4	0	0	4	ER chaperone/folding assistant; induced by protein misfolding stress	1.09918726588223
LC.1	FOS	0	0	4	0	0	4		1.64645374722613
LC.1	GATD3B	0	0	0	0	2	2		2.49445802504731
LC.1	HLA-DRA	0	0	4	0	0	4		1.91973656184851
LC.1	JUNB	0	0	4	0	0	4		1.26915571607406
LC.1	MTRNR2L3	0	0	4	0	0	4		1.60268841247658
LC.1	RASD1	0	0	4	0	0	4	dex, prolactin induced ras gene	1.04344948999868
LC.1	TATDN1	0	0	4	0	0	4		1.00405997662401
LC.1_NMneg	C5orf63	0	0	0	4	0	4		3.1713411189594
LC.1_NMneg	CD74	0	0	0	4	0	4	mhc ii invariant chain	1.62874048926872
LC.1_NMneg	CHGB	0	0	0	4	0	4	chromogranin b, integral to of catecholamine vesicles formation. Kd depletes vesicle pool/oe increases it https://pmc.ncbi.nlm.nih.gov/articles/PMC3992281/	1.22434065633797
LC.1_NMneg	DUSP1	0	0	0	4	0	4		1.34619626465599
LC.1_NMneg	GATD3B	0	0	0	0	2	2		2.2651070627749
LC.1_NMneg	HLA-DRA	0	0	0	4	0	4		1.70550602040171
LC.1_NMneg	RASD1	0	0	0	4	0	4	dex, prolactin induced ras gene	1.1281428655449
LC.1_NMpos	C5orf63	0	0	0	4	0	4		3.34975433724305
LC.1_NMpos	CD74	0	0	0	4	0	4	mhc ii invariant chain	1.17540105902478
LC.1_NMpos	CHGB	0	0	0	4	0	4	chromogranin b, integral to of catecholamine vesicles formation. Kd depletes vesicle pool/oe increases it https://pmc.ncbi.nlm.nih.gov/articles/PMC3992281/	1.33554587247485
LC.1_NMpos	CLDN5	0	0	0	4	0	4		1.19554120732042
LC.1_NMpos	COX17	0	0	0	4	0	4		1.08592068310906
LC.1_NMpos	DUSP1	0	0	0	4	0	4		1.31094945023477
LC.1_NMpos	EIF3L	0	0	0	4	0	4		1.34777548937142
LC.1_NMpos	GATD3B	0	0	0	0	2	2		2.19468566340749
LC.1_NMpos	LZTS3	0	0	0	4	0	4	uniprot May be involved in promoting the maturation of dendritic spines, probably via regulating SIPA1L1 levels at the postsynaptic density of synapses	1.0554540291728
LC.1_NMpos	RASD1	0	0	0	4	0	4	dex, prolactin induced ras gene	1.09176715886006
X1	ANKHD1	0	0	0	0	2	2		1.17331549603291
X1	ANKRD17	0	0	0	0	2	2		1.07655610242394
X1	ATP1A2	0	0	4	0	0	4		1.00521134175746
X1	BRD4	0	0	0	0	2	2		1.15089611275099
X1	C5orf63	0	0	4	0	2	6		3.3751152996692
X1	CACYBP	0	0	0	0	2	2		1.1250568098735
X1	CD74	0	0	4	0	0	4	mhc ii invariant chain	2.40991932772805
X1	CELF5	0	0	0	0	2	2		1.525886703789
X1	CHGB	0	0	4	0	0	4	chromogranin b, integral to of catecholamine vesicles formation. Kd depletes vesicle pool/oe increases it https://pmc.ncbi.nlm.nih.gov/articles/PMC3992281/	1.02167893937511
X1	CLDN5	0	0	0	0	2	2		1.26973441984472
X1	DIRAS3	0	0	0	0	2	2		1.20669120124249
X1	DUSP1	0	0	4	0	2	6		1.46890406612592
X1	EDNRB	0	0	4	0	0	4	involved in neural crest (which gives rise to peripheral autonomic ganglia and melanocytes--ie found in lc cousin cell types) migration in development	1.47611749712532
X1	EFEMP1	0	0	4	0	0	4		1.17583268721152
X1	ENHO	0	0	0	0	2	2		1.27012767563932
X1	FGFR3	0	0	4	0	0	4		1.1426556499313
X1	GABRG1	0	0	4	0	2	6		1.00557887468543
X1	GJA1	0	0	4	0	0	4		1.29202541448945
X1	GJB6	0	0	4	0	2	6		1.46957260545909
X1	GLS	0	0	0	0	2	2		1.1240506940886
X1	GLUD1	0	0	4	0	2	6	catabolizes glutamate to alphaketoglutarate and ammonia. [cite: 5] Mitochondria localized.	1.00032337555207
X1	GNA12	0	0	4	0	0	4		1.0266655457095
X1	HBA1	0	0	4	0	2	6		1.69062919000433
