louvCluster	gene_name	Nmodel_E4carrier_DE	Nmodel_E4copies_DE	Nmodel_SexDE_E4carrierCov	Nmodel_SexDE_E4copiesCov	Nmodel_GlobAncDE_E4copiescov	totalTests_FDRpt2	gene_notes	maxAbsLFC
5HT.1	ALCAM	0	0	4	0	0	4		0.55740321653047
5HT.1	AMACR	0	0	0	0	2	2		0.80164816696371
5HT.1	APBA1	0	0	4	0	0	4		0.534213676074086
5HT.1	ATN1	0	0	4	0	0	4	repeat expansion associated ndd; synthetic polyq expansion induces autophagy and neurodegen	0.601977586723421
5HT.1	BORCS8	0	0	4	0	0	4		0.557170877009546
5HT.1	C3	0	0	4	4	0	8		2.30504358430891
5HT.1	C5orf63	0	0	4	4	0	8		2.52688433401993
5HT.1	CAPN1	0	0	4	0	0	4		0.512143760305085
5HT.1	CCNDBP1	0	0	4	0	0	4		0.616954351276976
5HT.1	CD74	0	0	4	4	0	8	mhc ii invariant chain	2.03630500416279
5HT.1	CHGB	0	0	4	0	0	4	chromogranin b, integral to of catecholamine vesicles formation. Kd depletes vesicle pool/oe increases it https://pmc.ncbi.nlm.nih.gov/articles/PMC3992281/	1.00236289053418
5HT.1	CHODL	0	4	0	0	0	4		0.568145704456728
5HT.1	CLDN5	0	0	4	0	0	4		0.717484965537282
5HT.1	DDC	0	0	4	0	0	4		1.84645312266051
5HT.1	DNM3	0	0	4	4	0	8	dynamin (vesicular transport)	0.632159679814508
5HT.1	DUSP1	0	0	4	4	0	8		1.27632029972486
5HT.1	FA2H	0	0	4	0	0	4		1.04015000886764
5HT.1	FBXO41	0	0	4	0	0	4		0.544575922293804
5HT.1	FOS	0	0	4	0	0	4		1.44463870121198
5HT.1	GAD1	0	0	4	4	0	8		1.45801679391089
5HT.1	GSTT2B	0	0	0	0	2	2		1.80277915673614
5HT.1	HLA-DPA1	0	0	4	4	0	8		1.45591653956029
5HT.1	HLA-DRA	0	0	4	4	0	8		2.26326622923264
5HT.1	JUNB	0	0	4	4	0	8		1.20628997410838
5HT.1	LIMK1	0	0	4	4	0	8		0.510326629896399
5HT.1	LINC00844	3	0	0	0	0	3		0.586990657531922
5HT.1	MAP7	0	0	4	0	0	4		0.559051018561043
5HT.1	MT-CO1	0	0	4	0	0	4		0.656144046723886
5HT.1	MT-ND6	0	0	4	4	0	8		0.797159824557538
5HT.1	MTRNR2L3	0	0	4	4	0	8		1.56458447580625
5HT.1	NR2F2	0	0	4	0	0	4		0.666160118234698
5HT.1	NRN1	0	0	4	0	0	4		0.933266299228737
5HT.1	PCSK1	0	0	4	0	0	4		0.848169621901366
5HT.1	PDE1B	0	0	0	0	2	2		0.679775157919742
5HT.1	PENK	0	0	4	4	0	8		1.50249648346013
5HT.1	PPM1E	0	0	4	0	0	4		0.582306256963694
5HT.1	RAC3	0	0	4	4	0	8		0.603748779271583
5HT.1	RDX	0	0	4	4	0	8		0.5277703137188
5HT.1	RNASET2	0	0	4	4	0	8		0.991512824213237
5HT.1	SCG5	0	0	4	4	0	8		0.534587545215459
5HT.1	SDC2	0	0	4	0	0	4		0.626219208157303
5HT.1	SLC25A18	0	0	4	0	0	4		0.539718973943158
5HT.1	SLC32A1	0	0	4	4	0	8		1.61633397800219
5HT.1	SLC6A15	0	0	4	0	0	4		0.53931277300483
5HT.1	SPARC	0	0	4	0	0	4		0.708805966983228
5HT.1	SPHKAP	0	0	4	0	0	4		0.776736543854406
5HT.1	TLN2	0	0	4	0	0	4		0.540340409491589
5HT.1	ZEB2	0	0	4	0	0	4		0.608728469954374
5HT.2	ADGRB1	0	0	4	4	0	8	aka BAI1; brain specificish angiogenesis inhibitor induced by p53	0.947123079772379
