clus	gene	logFC	fdr	p_value	t_stat	ensembl
LC.1_NMpos	DPM1	-0.0803642893300966	0.735855498461199	0.547770393456608	-0.602501480092528	ENSG00000000419
LC.1_NMpos	NIPAL3	0.0448176856064493	0.826326255711777	0.67911430275267	0.414498662876408	ENSG00000001461
LC.1_NMpos	ENPP4	0.0866031731500099	0.717109101319567	0.51377263969087	0.654564942938386	ENSG00000001561
LC.1_NMpos	ANKIB1	-0.0136629526573747	0.956315996234662	0.905919143008726	-0.118391806317113	ENSG00000001629
LC.1_NMpos	CYP51A1	0.0394528456181281	0.813270036073589	0.661064932132329	0.439335309132999	ENSG00000001630
LC.1_NMpos	BAD	0.0908281731754389	0.556134872280099	0.32641925189728	0.984645180019736	ENSG00000002330
LC.1_NMpos	CD99	-0.659030506273408	5.05765227636253e-06	2.17974346026292e-07	-5.43987625081585	ENSG00000002586
LC.1_NMpos	LASP1	0.112552170552481	0.517930787047636	0.289851174402805	1.06228593839444	ENSG00000002834
LC.1_NMpos	M6PR	0.0333537653017045	0.872734002999772	0.751680469553354	0.317018132504665	ENSG00000003056
LC.1_NMpos	DBNDD1	0.0339626276860576	0.770511624780538	0.595432708546002	0.53214170281546	ENSG00000003249
LC.1_NMpos	ARF5	-0.00286847275295422	0.993367853536033	0.9844663280723	-0.0195030146851018	ENSG00000004059
LC.1_NMpos	POLDIP2	0.0930810367079773	0.660318477668413	0.43582377829439	0.781404252238859	ENSG00000004142
LC.1_NMpos	FKBP4	0.0281436793113811	0.896513979834291	0.792063881786065	0.264112431322528	ENSG00000004478
LC.1_NMpos	KDM1A	0.171119224969491	0.451707614044726	0.23072072285536	1.20350077124911	ENSG00000004487
LC.1_NMpos	CAMKK1	0.266842758262474	0.15308116817058	0.0461536437700917	2.01103240988354	ENSG00000004660
LC.1_NMpos	VPS50	0.161447185137654	0.529191946636062	0.300299671081089	1.03946221608269	ENSG00000004766
LC.1_NMpos	NDUFAB1	0.0761161950691133	0.497914669044099	0.272275506029449	1.10197810568853	ENSG00000004779
LC.1_NMpos	CDC27	-0.0694182718505012	0.628655386181149	0.403601371843261	-0.837629089699273	ENSG00000004897
LC.1_NMpos	SKAP2	0.0056109514727842	0.982167863579848	0.956097388327206	0.0551457222090319	ENSG00000005020
LC.1_NMpos	SLC25A5	-0.352355587053784	0.0125093729090605	0.00169211487611358	-3.19861355427071	ENSG00000005022
LC.1_NMpos	POLR2J	-0.0192451533636286	0.939386427482554	0.871442753721815	-0.162109369888288	ENSG00000005075
LC.1_NMpos	RPAP3	0.0716644607511162	0.745212128149352	0.564055338977957	0.578140776475563	ENSG00000005175
LC.1_NMpos	CIAPIN1	0.0889303527006599	0.708821232993827	0.502005235945314	0.673001017937996	ENSG00000005194
LC.1_NMpos	FAM214B	0.148393333413871	0.392063350860071	0.184195327201595	1.33423061655425	ENSG00000005238
LC.1_NMpos	PRKAR2B	0.0963843451106542	0.706010446373122	0.49798816635578	0.679347208004578	ENSG00000005249
LC.1_NMpos	RHBDD2	0.126616141170362	0.0681155473097625	0.0153757732139383	2.45210243366279	ENSG00000005486
LC.1_NMpos	MYCBP2	-0.0518083317593397	0.744058587798189	0.561179242130702	-0.582417747463646	ENSG00000005810
LC.1_NMpos	FBXL3	0.192604270263447	0.283012216567594	0.114001934047283	1.58993449589244	ENSG00000005812
LC.1_NMpos	PDK2	0.04039016173778	0.874375048874966	0.753590058495279	0.314497379639418	ENSG00000005882
LC.1_NMpos	ITGA3	0.0745373965481596	0.731945656749884	0.541347370565372	0.612208511757472	ENSG00000005884
LC.1_NMpos	LAMP2	-0.685628441939238	1.19930774809667e-05	5.57817557254266e-07	-5.23628890044343	ENSG00000005893
LC.1_NMpos	GDE1	-0.102482971811971	0.601317245384333	0.374129820888618	-0.891482739853653	ENSG00000006007
LC.1_NMpos	REX1BD	-0.241552833722733	0.173607018145585	0.055226811191608	-1.93247941906171	ENSG00000006015
LC.1_NMpos	CACNG3	0.358120086023614	0.0839278050699406	0.0202880740653387	2.34649999991926	ENSG00000006116
LC.1_NMpos	TMEM132A	-0.0368884212480153	0.889028630283894	0.775600185455695	-0.285583127504413	ENSG00000006118
LC.1_NMpos	AP2B1	0.107090426376941	0.151808806920498	0.0454746244754383	2.01742437044684	ENSG00000006125
LC.1_NMpos	TAC1	-0.938199774774403	0.00642288509209631	0.000752328550365025	-3.44207337044105	ENSG00000006128
LC.1_NMpos	CX3CL1	-0.152249587039419	0.46677124644048	0.246481509481585	-1.16358357027508	ENSG00000006210
LC.1_NMpos	RALA	-0.0861343834040317	0.72596783330186	0.527974525062466	-0.632607614870021	ENSG00000006451
LC.1_NMpos	VPS41	0.186564610088552	0.279530758021899	0.111824231126747	1.59966386114175	ENSG00000006715
LC.1_NMpos	ARHGAP44	0.150893695634828	0.354107291300649	0.159261397495577	1.41474687531581	ENSG00000006740
LC.1_NMpos	ELAC2	0.0857138975867479	0.633567827011516	0.40931158100936	0.827475127199011	ENSG00000006744
LC.1_NMpos	MARK4	-0.0789922180443804	0.786000163135946	0.617463750942299	-0.500513100296173	ENSG00000007047
LC.1_NMpos	CCDC124	-0.136367497156166	0.525477348529486	0.29642886910859	-1.04785400930406	ENSG00000007080
LC.1_NMpos	PAFAH1B1	0.194195007935968	0.000213331213313577	1.46104799389073e-05	4.48505355085396	ENSG00000007168
LC.1_NMpos	KIAA0100	-0.10271295047399	0.708518463721165	0.501343622254166	-0.674044362749941	ENSG00000007202
LC.1_NMpos	GAS7	-0.266303308231345	0.112200500233582	0.0298036319161105	-2.19406856378747	ENSG00000007237
LC.1_NMpos	CACNA2D2	0.312577132499226	0.0092695266641762	0.00118069285652084	3.30832250013083	ENSG00000007402
LC.1_NMpos	BAIAP3	-0.0501196346446121	0.711681340953933	0.506087883379445	-0.666578981329556	ENSG00000007516
LC.1_NMpos	TSR3	-0.0373839118901007	0.879741766051563	0.762306941910747	-0.303015885470407	ENSG00000007520
LC.1_NMpos	PIGQ	0.200962223591663	0.263849243647916	0.103059495384926	1.64042200572779	ENSG00000007541
LC.1_NMpos	PSMB1	0.0119444348563202	0.927190559867699	0.849050967132956	0.190665829579611	ENSG00000008018
